Job Title,Candidate,Similarity Score
Chief Executive Officer,candidate_35157762.pt,0.8342644572257996
Chief Executive Officer,candidate_29784524.pt,0.8327559232711792
Chief Executive Officer,candidate_23818675.pt,0.8321149349212646
Chief Executive Officer,candidate_93002334.pt,0.8320331573486328
"Executive Vice President & Chief Executive Officer (CEO), Medical...",candidate_24946537.pt,0.8413631319999695
"Executive Vice President & Chief Executive Officer (CEO), Medical...",candidate_16474898.pt,0.8412486910820007
"Executive Vice President & Chief Executive Officer (CEO), Medical...",candidate_37348041.pt,0.84099280834198
"Executive Vice President & Chief Executive Officer (CEO), Medical...",candidate_85973397.pt,0.8406606912612915
"Executive Vice President & Chief Executive Officer (CEO), Medical...",candidate_65456466.pt,0.8402915000915527
CEO,candidate_86549455.pt,0.8504360914230347
CEO,candidate_35157762.pt,0.8492304682731628
CEO,candidate_74552449.pt,0.8488805294036865
CEO,candidate_22182279.pt,0.8483805656433105
CEO,candidate_22754014.pt,0.8476657867431641
"CEO, Positivly",candidate_35157762.pt,0.8549352288246155
"CEO, Positivly",candidate_74552449.pt,0.8544061183929443
"CEO, Positivly",candidate_29784524.pt,0.8529132008552551
"CEO, Positivly",candidate_11266906.pt,0.852206826210022
"CEO, Positivly",candidate_20400279.pt,0.8521632552146912
Chief Executive Officer - CEO Consultant,candidate_35157762.pt,0.857693612575531
Chief Executive Officer - CEO Consultant,candidate_74552449.pt,0.8568634986877441
Chief Executive Officer - CEO Consultant,candidate_20400279.pt,0.8564481139183044
Chief Executive Officer - CEO Consultant,candidate_20819838.pt,0.8556599020957947
Chief Executive Officer - CEO Consultant,candidate_34198885.pt,0.8548979759216309
Chief Executive Officer - Healthcare - Columbus,candidate_35157762.pt,0.8460627198219299
Chief Executive Officer - Healthcare - Columbus,candidate_95382114.pt,0.844377875328064
Chief Executive Officer - Healthcare - Columbus,candidate_86549455.pt,0.8443164825439453
Chief Executive Officer - Healthcare - Columbus,candidate_93002334.pt,0.8431947231292725
Chief Executive Officer - Healthcare - Columbus,candidate_26750846.pt,0.8425658941268921
CEO Coach,candidate_29784524.pt,0.8399661183357239
CEO Coach,candidate_25023614.pt,0.8399465084075928
CEO Coach,candidate_74552449.pt,0.8398323059082031
CEO Coach,candidate_29208172.pt,0.839083731174469
CEO Coach,candidate_15471999.pt,0.8386069536209106
Assistant Vice President Premier Relationship Manager,candidate_20400279.pt,0.828957736492157
Assistant Vice President Premier Relationship Manager,candidate_20819838.pt,0.8280563354492188
Assistant Vice President Premier Relationship Manager,candidate_24791126.pt,0.8278564810752869
Assistant Vice President Premier Relationship Manager,candidate_35157762.pt,0.8269688487052917
Assistant Vice President Premier Relationship Manager,candidate_51769822.pt,0.8269415497779846
Digital Marketing Specialist,candidate_27789372.pt,0.8272385597229004
Digital Marketing Specialist,candidate_29908929.pt,0.8268607258796692
Digital Marketing Specialist,candidate_23427369.pt,0.8239321708679199
Digital Marketing Specialist,candidate_85973397.pt,0.8238403797149658
Digital Marketing Specialist,candidate_11336022.pt,0.8237323760986328
Senior Marketing Specialist,candidate_35157762.pt,0.8489558696746826
Senior Marketing Specialist,candidate_51769822.pt,0.8488438129425049
Senior Marketing Specialist,candidate_26750846.pt,0.8476845622062683
Senior Marketing Specialist,candidate_95382114.pt,0.8476552367210388
Senior Marketing Specialist,candidate_91268638.pt,0.8475930690765381
"Performance Marketing Specialist, Paid Media",candidate_74552449.pt,0.8561285734176636
"Performance Marketing Specialist, Paid Media",candidate_20400279.pt,0.853188157081604
"Performance Marketing Specialist, Paid Media",candidate_27176039.pt,0.8528581261634827
"Performance Marketing Specialist, Paid Media",candidate_16132195.pt,0.852467954158783
"Performance Marketing Specialist, Paid Media",candidate_29784524.pt,0.852429211139679
"Software Engineer - Reno, NV",candidate_35157762.pt,0.8784592151641846
"Software Engineer - Reno, NV",candidate_20082776.pt,0.8774154782295227
"Software Engineer - Reno, NV",candidate_74552449.pt,0.876398503780365
"Software Engineer - Reno, NV",candidate_15471999.pt,0.8756191730499268
"Software Engineer - Reno, NV",candidate_29784524.pt,0.874940037727356
Software Engineer,candidate_29908929.pt,0.8615544438362122
Software Engineer,candidate_20400279.pt,0.8614174127578735
Software Engineer,candidate_20082776.pt,0.8609493970870972
Software Engineer,candidate_21134923.pt,0.8609413504600525
Software Engineer,candidate_15727656.pt,0.860854983329773
Entry Level Software Engineer,candidate_74552449.pt,0.8492194414138794
Entry Level Software Engineer,candidate_20400279.pt,0.8483412861824036
Entry Level Software Engineer,candidate_51769822.pt,0.84787917137146
Entry Level Software Engineer,candidate_21134923.pt,0.8477845191955566
Entry Level Software Engineer,candidate_28020046.pt,0.8475730419158936
Associate Software Engineering,candidate_74552449.pt,0.8695107102394104
Associate Software Engineering,candidate_35157762.pt,0.8694712519645691
Associate Software Engineering,candidate_51769822.pt,0.8693128824234009
Associate Software Engineering,candidate_20400279.pt,0.8692179918289185
Associate Software Engineering,candidate_41586420.pt,0.8687107563018799
Software Engineer (JavaScript Backend),candidate_74552449.pt,0.8509435057640076
Software Engineer (JavaScript Backend),candidate_20082776.pt,0.8507868051528931
Software Engineer (JavaScript Backend),candidate_35157762.pt,0.8492044806480408
Software Engineer (JavaScript Backend),candidate_20400279.pt,0.849066972732544
Software Engineer (JavaScript Backend),candidate_15471999.pt,0.8482999205589294
Senior Software Engineer,candidate_20400279.pt,0.8557713031768799
Senior Software Engineer,candidate_35157762.pt,0.855117917060852
Senior Software Engineer,candidate_20082776.pt,0.8543673753738403
Senior Software Engineer,candidate_74552449.pt,0.8543190360069275
Senior Software Engineer,candidate_11266906.pt,0.8542737364768982
Warehouse Manager,candidate_20400279.pt,0.8482789993286133
Warehouse Manager,candidate_36252245.pt,0.8480279445648193
Warehouse Manager,candidate_24791126.pt,0.8473789095878601
Warehouse Manager,candidate_22182279.pt,0.8473080396652222
Warehouse Manager,candidate_51769822.pt,0.847130537033081
Warehouse Manager IV,candidate_51769822.pt,0.8479289412498474
Warehouse Manager IV,candidate_74552449.pt,0.8452726006507874
Warehouse Manager IV,candidate_20817322.pt,0.8450954556465149
Warehouse Manager IV,candidate_20400279.pt,0.8445506691932678
Warehouse Manager IV,candidate_26750846.pt,0.8440269827842712
Warehouse Supervisor,candidate_27176039.pt,0.8246669173240662
Warehouse Supervisor,candidate_51769822.pt,0.823783278465271
Warehouse Supervisor,candidate_15636923.pt,0.8235939741134644
Warehouse Supervisor,candidate_22182279.pt,0.8225571513175964
Warehouse Supervisor,candidate_20819838.pt,0.8224943280220032
Warehouse Management Specialist,candidate_22754014.pt,0.8025915622711182
Warehouse Management Specialist,candidate_29908929.pt,0.7999582290649414
Warehouse Management Specialist,candidate_36425270.pt,0.7999470829963684
Warehouse Management Specialist,candidate_89413122.pt,0.7989001274108887
Warehouse Management Specialist,candidate_29211359.pt,0.7988368272781372
"Warehouse Manager - Lexington, KY",candidate_74552449.pt,0.8350561261177063
"Warehouse Manager - Lexington, KY",candidate_35157762.pt,0.8331453204154968
"Warehouse Manager - Lexington, KY",candidate_11266906.pt,0.8330629467964172
"Warehouse Manager - Lexington, KY",candidate_20819838.pt,0.8328098058700562
"Warehouse Manager - Lexington, KY",candidate_11637468.pt,0.832707941532135
Bank Teller,candidate_37201447.pt,0.7836400270462036
Bank Teller,candidate_25824789.pt,0.7836133241653442
Bank Teller,candidate_24905947.pt,0.7828145623207092
Bank Teller,candidate_45475027.pt,0.7823708653450012
Bank Teller,candidate_26167298.pt,0.7811083197593689
Part-time Bank Teller/Financial Services Representative,candidate_22182279.pt,0.8309542536735535
Part-time Bank Teller/Financial Services Representative,candidate_22754014.pt,0.8301214575767517
Part-time Bank Teller/Financial Services Representative,candidate_20400279.pt,0.829067051410675
Part-time Bank Teller/Financial Services Representative,candidate_89413122.pt,0.8290506601333618
Part-time Bank Teller/Financial Services Representative,candidate_21134923.pt,0.8285577297210693
Full Time Teller,candidate_23818675.pt,0.8493358492851257
Full Time Teller,candidate_11266906.pt,0.8490980267524719
Full Time Teller,candidate_74552449.pt,0.8480952382087708
Full Time Teller,candidate_20400279.pt,0.8480172157287598
Full Time Teller,candidate_51769822.pt,0.8479647636413574
Seasonal Teller,candidate_20400279.pt,0.8283852338790894
Seasonal Teller,candidate_23818675.pt,0.827902615070343
Seasonal Teller,candidate_36252245.pt,0.8278889656066895
Seasonal Teller,candidate_20819838.pt,0.8278419375419617
Seasonal Teller,candidate_51769822.pt,0.8277727365493774
Sales Executive,candidate_51769822.pt,0.8315585255622864
Sales Executive,candidate_74552449.pt,0.8314490914344788
Sales Executive,candidate_89413122.pt,0.8311046957969666
Sales Executive,candidate_22754014.pt,0.8308207392692566
Sales Executive,candidate_27176039.pt,0.8307913541793823
Sales Executive III Client Management,candidate_51769822.pt,0.8486671447753906
Sales Executive III Client Management,candidate_20400279.pt,0.848292887210846
Sales Executive III Client Management,candidate_74552449.pt,0.8473016023635864
Sales Executive III Client Management,candidate_25023614.pt,0.8468038439750671
Sales Executive III Client Management,candidate_24020470.pt,0.8467563390731812
Sales Manager,candidate_74552449.pt,0.837879478931427
Sales Manager,candidate_23818675.pt,0.8371058702468872
Sales Manager,candidate_23185829.pt,0.8365821242332458
Sales Manager,candidate_26750846.pt,0.835527241230011
Sales Manager,candidate_51769822.pt,0.8355202674865723
Account Executive,candidate_74552449.pt,0.8322204351425171
Account Executive,candidate_35157762.pt,0.8295698761940002
Account Executive,candidate_51769822.pt,0.8293996453285217
Account Executive,candidate_27176039.pt,0.82914799451828
Account Executive,candidate_22182279.pt,0.8288787007331848
"Account Executive - Columbus, OH - AMO Sales and Services, Inc..",candidate_74552449.pt,0.8497013449668884
"Account Executive - Columbus, OH - AMO Sales and Services, Inc..",candidate_51769822.pt,0.8474525213241577
"Account Executive - Columbus, OH - AMO Sales and Services, Inc..",candidate_20819838.pt,0.8459179401397705
"Account Executive - Columbus, OH - AMO Sales and Services, Inc..",candidate_24020470.pt,0.8456902503967285
"Account Executive - Columbus, OH - AMO Sales and Services, Inc..",candidate_35157762.pt,0.8455924987792969
Workday Sales Director,candidate_74552449.pt,0.8404400944709778
Workday Sales Director,candidate_35157762.pt,0.8381031155586243
Workday Sales Director,candidate_20400279.pt,0.8372834324836731
Workday Sales Director,candidate_28020046.pt,0.8368650078773499
Workday Sales Director,candidate_24020470.pt,0.8367646336555481
Account Executive (Inside Sales),candidate_75950464.pt,0.8130863904953003
Account Executive (Inside Sales),candidate_51769822.pt,0.8124110698699951
Account Executive (Inside Sales),candidate_20400279.pt,0.8121427893638611
Account Executive (Inside Sales),candidate_29208172.pt,0.8111679553985596
Account Executive (Inside Sales),candidate_24020470.pt,0.8109850883483887
Business Sales Account Executive,candidate_74552449.pt,0.8313239812850952
Business Sales Account Executive,candidate_35157762.pt,0.8286477327346802
Business Sales Account Executive,candidate_51769822.pt,0.8286299109458923
Business Sales Account Executive,candidate_27176039.pt,0.8282576203346252
Business Sales Account Executive,candidate_22182279.pt,0.8279405832290649
Full Stack Web Developer,candidate_20977412.pt,0.862658679485321
Full Stack Web Developer,candidate_22754014.pt,0.8622233271598816
Full Stack Web Developer,candidate_74512244.pt,0.8620020747184753
Full Stack Web Developer,candidate_17033567.pt,0.861905038356781
Full Stack Web Developer,candidate_16280971.pt,0.8612931370735168
Web Developer (Front-End),candidate_35157762.pt,0.8452168703079224
Web Developer (Front-End),candidate_74552449.pt,0.844835638999939
Web Developer (Front-End),candidate_20400279.pt,0.8447600603103638
Web Developer (Front-End),candidate_60004873.pt,0.8439066410064697
Web Developer (Front-End),candidate_23818675.pt,0.8438810110092163
Front-End Engineer/UI Developer,candidate_74552449.pt,0.8602073192596436
Front-End Engineer/UI Developer,candidate_29784524.pt,0.8594968914985657
Front-End Engineer/UI Developer,candidate_20400279.pt,0.8593081831932068
Front-End Engineer/UI Developer,candidate_15484011.pt,0.8589798212051392
Front-End Engineer/UI Developer,candidate_35157762.pt,0.8585871458053589
Software Engineer (Web),candidate_36425270.pt,0.8137660622596741
Software Engineer (Web),candidate_26924514.pt,0.8125927448272705
Software Engineer (Web),candidate_38946032.pt,0.8112066388130188
Software Engineer (Web),candidate_11336022.pt,0.81097412109375
Software Engineer (Web),candidate_22560013.pt,0.809587299823761
Interns (Web Developers Mobile Developers Game Developers),candidate_29998869.pt,0.8364143967628479
Interns (Web Developers Mobile Developers Game Developers),candidate_20082776.pt,0.8358418345451355
Interns (Web Developers Mobile Developers Game Developers),candidate_21478007.pt,0.8354875445365906
Interns (Web Developers Mobile Developers Game Developers),candidate_15765660.pt,0.8351321220397949
Interns (Web Developers Mobile Developers Game Developers),candidate_53640713.pt,0.8347567319869995
Supply Chain Analyst,candidate_74552449.pt,0.8288208842277527
Supply Chain Analyst,candidate_20400279.pt,0.8263394236564636
Supply Chain Analyst,candidate_35157762.pt,0.8245587348937988
Supply Chain Analyst,candidate_51769822.pt,0.8243374228477478
Supply Chain Analyst,candidate_23185829.pt,0.8240138292312622
Supply Chain Analyst IV,candidate_86549455.pt,0.8347741365432739
Supply Chain Analyst IV,candidate_27176039.pt,0.8336840271949768
Supply Chain Analyst IV,candidate_15636923.pt,0.8335995078086853
Supply Chain Analyst IV,candidate_24020470.pt,0.8324351906776428
Supply Chain Analyst IV,candidate_22182279.pt,0.8321372866630554
Supply Chain Analyst (ED),candidate_22754014.pt,0.7946854829788208
Supply Chain Analyst (ED),candidate_51769822.pt,0.7934252619743347
Supply Chain Analyst (ED),candidate_27176039.pt,0.7911366820335388
Supply Chain Analyst (ED),candidate_10333299.pt,0.7907662987709045
Supply Chain Analyst (ED),candidate_89413122.pt,0.7898131608963013
"Analyst II, Supply Chain - Corporate - US (Open)",candidate_35157762.pt,0.862869381904602
"Analyst II, Supply Chain - Corporate - US (Open)",candidate_20400279.pt,0.8620496392250061
"Analyst II, Supply Chain - Corporate - US (Open)",candidate_74552449.pt,0.8618221879005432
"Analyst II, Supply Chain - Corporate - US (Open)",candidate_20817322.pt,0.861687183380127
"Analyst II, Supply Chain - Corporate - US (Open)",candidate_51769822.pt,0.8616406321525574
Supply Chain Analyst - Senior,candidate_35157762.pt,0.844959557056427
Supply Chain Analyst - Senior,candidate_74552449.pt,0.8444993495941162
Supply Chain Analyst - Senior,candidate_20400279.pt,0.8435132503509521
Supply Chain Analyst - Senior,candidate_24592627.pt,0.843008816242218
Supply Chain Analyst - Senior,candidate_28020046.pt,0.8429418802261353
Business Analyst- Supply Chain,candidate_27176039.pt,0.8350772857666016
Business Analyst- Supply Chain,candidate_20400279.pt,0.8337514400482178
Business Analyst- Supply Chain,candidate_41586420.pt,0.8335081934928894
Business Analyst- Supply Chain,candidate_35157762.pt,0.8334589600563049
Business Analyst- Supply Chain,candidate_51769822.pt,0.8331810832023621
"Commission Sales Associate - Men's, Full Time - Beverly Center",candidate_74552449.pt,0.8084275126457214
"Commission Sales Associate - Men's, Full Time - Beverly Center",candidate_51769822.pt,0.8068814277648926
"Commission Sales Associate - Men's, Full Time - Beverly Center",candidate_35157762.pt,0.8060139417648315
"Commission Sales Associate - Men's, Full Time - Beverly Center",candidate_43622023.pt,0.8053710460662842
"Commission Sales Associate - Men's, Full Time - Beverly Center",candidate_11266906.pt,0.8053113222122192
Commission Sales Associate,candidate_23818675.pt,0.8592886328697205
Commission Sales Associate,candidate_14146106.pt,0.8525775671005249
Commission Sales Associate,candidate_16887936.pt,0.8523056507110596
Commission Sales Associate,candidate_74552449.pt,0.8519448637962341
Commission Sales Associate,candidate_29930479.pt,0.8514348268508911
"Retail Commission Sales Associate - Fine Jewelry, Del Amo Fashion...",candidate_74552449.pt,0.8103161454200745
"Retail Commission Sales Associate - Fine Jewelry, Del Amo Fashion...",candidate_15636923.pt,0.8099693655967712
"Retail Commission Sales Associate - Fine Jewelry, Del Amo Fashion...",candidate_26098594.pt,0.8090242147445679
"Retail Commission Sales Associate - Fine Jewelry, Del Amo Fashion...",candidate_27176039.pt,0.8088132739067078
"Retail Commission Sales Associate - Fine Jewelry, Del Amo Fashion...",candidate_20819838.pt,0.8086100220680237
"Retail Commission Sales Associate - Fine Jewelry, Northridge...",candidate_23185829.pt,0.8348783850669861
"Retail Commission Sales Associate - Fine Jewelry, Northridge...",candidate_11266906.pt,0.8344853520393372
"Retail Commission Sales Associate - Fine Jewelry, Northridge...",candidate_25023614.pt,0.8339487314224243
"Retail Commission Sales Associate - Fine Jewelry, Northridge...",candidate_51769822.pt,0.8336271047592163
"Retail Commission Sales Associate - Fine Jewelry, Northridge...",candidate_74552449.pt,0.8332237601280212
Kitchen prep / cleaning,candidate_74512244.pt,0.8085891604423523
Kitchen prep / cleaning,candidate_79261033.pt,0.8082385063171387
Kitchen prep / cleaning,candidate_62700506.pt,0.8078532814979553
Kitchen prep / cleaning,candidate_26919036.pt,0.8076823353767395
Kitchen prep / cleaning,candidate_20272792.pt,0.8070031404495239
Kitchen Cleaner,candidate_23427369.pt,0.8379546999931335
Kitchen Cleaner,candidate_40792022.pt,0.8367829322814941
Kitchen Cleaner,candidate_51769822.pt,0.8367810249328613
Kitchen Cleaner,candidate_17033567.pt,0.8367403149604797
Kitchen Cleaner,candidate_81373857.pt,0.83665531873703
Kitchen Cleaner (Utility),candidate_22182279.pt,0.8150272369384766
Kitchen Cleaner (Utility),candidate_23427369.pt,0.8139069676399231
Kitchen Cleaner (Utility),candidate_35157762.pt,0.8131892681121826
Kitchen Cleaner (Utility),candidate_26098594.pt,0.8122374415397644
Kitchen Cleaner (Utility),candidate_29552167.pt,0.8118416666984558
Dishwasher/Kitchen Cleaner,candidate_23427369.pt,0.8416985869407654
Dishwasher/Kitchen Cleaner,candidate_22182279.pt,0.8406022191047668
Dishwasher/Kitchen Cleaner,candidate_17021141.pt,0.8402696251869202
Dishwasher/Kitchen Cleaner,candidate_85973397.pt,0.8399718999862671
Dishwasher/Kitchen Cleaner,candidate_21134923.pt,0.8399577140808105
Utility Cleaner - Kitchen ($19.77/hr),candidate_23818675.pt,0.846515417098999
Utility Cleaner - Kitchen ($19.77/hr),candidate_74552449.pt,0.8461169600486755
Utility Cleaner - Kitchen ($19.77/hr),candidate_23185829.pt,0.8460053205490112
Utility Cleaner - Kitchen ($19.77/hr),candidate_11266906.pt,0.8449376225471497
Utility Cleaner - Kitchen ($19.77/hr),candidate_15484011.pt,0.8446627855300903
"Overnight Janitor - Los Angeles, California",candidate_24020470.pt,0.7646762132644653
"Overnight Janitor - Los Angeles, California",candidate_15636923.pt,0.7639579176902771
"Overnight Janitor - Los Angeles, California",candidate_69458502.pt,0.7638866305351257
"Overnight Janitor - Los Angeles, California",candidate_21868149.pt,0.7630988359451294
"Overnight Janitor - Los Angeles, California",candidate_51769822.pt,0.7628381848335266
Dishwasher,candidate_51769822.pt,0.8437122106552124
Dishwasher,candidate_35157762.pt,0.8419654369354248
Dishwasher,candidate_26750846.pt,0.8413109183311462
Dishwasher,candidate_20817322.pt,0.8412527441978455
Dishwasher,candidate_48580330.pt,0.8411094546318054
"Kitchen Exhaust Associate (Commerce, CA)",candidate_51769822.pt,0.8447944521903992
"Kitchen Exhaust Associate (Commerce, CA)",candidate_47996197.pt,0.8439372777938843
"Kitchen Exhaust Associate (Commerce, CA)",candidate_20400279.pt,0.8437516689300537
"Kitchen Exhaust Associate (Commerce, CA)",candidate_74552449.pt,0.8436883687973022
"Kitchen Exhaust Associate (Commerce, CA)",candidate_11637468.pt,0.8434661626815796
Senior Software Developer - Up to 160k - 100% Remote,candidate_35157762.pt,0.8770593404769897
Senior Software Developer - Up to 160k - 100% Remote,candidate_22182279.pt,0.8752532601356506
Senior Software Developer - Up to 160k - 100% Remote,candidate_21134923.pt,0.8747960329055786
Senior Software Developer - Up to 160k - 100% Remote,candidate_74552449.pt,0.8742287158966064
Senior Software Developer - Up to 160k - 100% Remote,candidate_86549455.pt,0.8742207288742065
Software Developer - New Graduate,candidate_51769822.pt,0.8580820560455322
Software Developer - New Graduate,candidate_20400279.pt,0.8574377298355103
Software Developer - New Graduate,candidate_48580330.pt,0.8570557236671448
Software Developer - New Graduate,candidate_27176039.pt,0.8567155003547668
Software Developer - New Graduate,candidate_13313917.pt,0.8564359545707703
Software Engineer (US-Remote),candidate_20082776.pt,0.8631982803344727
Software Engineer (US-Remote),candidate_20400279.pt,0.8584052920341492
Software Engineer (US-Remote),candidate_29784524.pt,0.8584007620811462
Software Engineer (US-Remote),candidate_74552449.pt,0.858370840549469
Software Engineer (US-Remote),candidate_35157762.pt,0.8577622175216675
Software Developer,candidate_35157762.pt,0.8615564703941345
Software Developer,candidate_74552449.pt,0.8613332509994507
Software Developer,candidate_20819838.pt,0.8582839965820312
Software Developer,candidate_48580330.pt,0.8579530715942383
Software Developer,candidate_20400279.pt,0.8579060435295105
Senior Software Developer- Full Stack (Remote),candidate_74552449.pt,0.8457544445991516
Senior Software Developer- Full Stack (Remote),candidate_35157762.pt,0.841442346572876
Senior Software Developer- Full Stack (Remote),candidate_20400279.pt,0.8410436511039734
Senior Software Developer- Full Stack (Remote),candidate_11266906.pt,0.8408241868019104
Senior Software Developer- Full Stack (Remote),candidate_28020046.pt,0.8401639461517334
Full Stack Software Engineer,candidate_20400279.pt,0.845280110836029
Full Stack Software Engineer,candidate_11266906.pt,0.8444289565086365
Full Stack Software Engineer,candidate_74552449.pt,0.8443350195884705
Full Stack Software Engineer,candidate_35157762.pt,0.8441745042800903
Full Stack Software Engineer,candidate_20082776.pt,0.8441413044929504
Software Engineer (Remote),candidate_20400279.pt,0.8580211997032166
Software Engineer (Remote),candidate_25023614.pt,0.857812762260437
Software Engineer (Remote),candidate_20082776.pt,0.8572262525558472
Software Engineer (Remote),candidate_13313917.pt,0.8570299744606018
Software Engineer (Remote),candidate_74552449.pt,0.8568472862243652
Vice President Operations,candidate_51769822.pt,0.8232808113098145
Vice President Operations,candidate_20817322.pt,0.821724534034729
Vice President Operations,candidate_95382114.pt,0.8217222094535828
Vice President Operations,candidate_20400279.pt,0.821487307548523
Vice President Operations,candidate_16536141.pt,0.8211862444877625
"Bank President Jobs in Columbus, Ohio",candidate_29878348.pt,0.8597550988197327
"Bank President Jobs in Columbus, Ohio",candidate_14879257.pt,0.8581380248069763
"Bank President Jobs in Columbus, Ohio",candidate_20356750.pt,0.8576378226280212
"Bank President Jobs in Columbus, Ohio",candidate_16887936.pt,0.857315719127655
"Bank President Jobs in Columbus, Ohio",candidate_24767027.pt,0.8572141528129578
Senior Vice President of Property Management,candidate_74552449.pt,0.8490910530090332
Senior Vice President of Property Management,candidate_27176039.pt,0.8479665517807007
Senior Vice President of Property Management,candidate_51769822.pt,0.8476707339286804
Senior Vice President of Property Management,candidate_35157762.pt,0.847625195980072
Senior Vice President of Property Management,candidate_20819838.pt,0.8473292589187622
Regional Vice President of Sales,candidate_23818675.pt,0.8470878005027771
Regional Vice President of Sales,candidate_74552449.pt,0.8467518091201782
Regional Vice President of Sales,candidate_20400279.pt,0.8448494076728821
Regional Vice President of Sales,candidate_23185829.pt,0.8444637060165405
Regional Vice President of Sales,candidate_35157762.pt,0.8443488478660583
"Health Solutions, Vice President Actuary",candidate_35157762.pt,0.8592668175697327
"Health Solutions, Vice President Actuary",candidate_74552449.pt,0.859196126461029
"Health Solutions, Vice President Actuary",candidate_20819838.pt,0.8586521744728088
"Health Solutions, Vice President Actuary",candidate_51769822.pt,0.8583298325538635
"Health Solutions, Vice President Actuary",candidate_20400279.pt,0.8583281636238098
Vice President for Inclusive Excellence,candidate_74552449.pt,0.8298444151878357
Vice President for Inclusive Excellence,candidate_23818675.pt,0.8293390274047852
Vice President for Inclusive Excellence,candidate_35157762.pt,0.8291068077087402
Vice President for Inclusive Excellence,candidate_93002334.pt,0.8282936215400696
Vice President for Inclusive Excellence,candidate_29784524.pt,0.8282554745674133
Marketing Director,candidate_23818675.pt,0.8672501444816589
Marketing Director,candidate_16887936.pt,0.8659572601318359
Marketing Director,candidate_15471999.pt,0.8653618693351746
Marketing Director,candidate_29930479.pt,0.8647975325584412
Marketing Director,candidate_30826569.pt,0.8647912740707397
"Director, Audience Marketing",candidate_35157762.pt,0.8706344962120056
"Director, Audience Marketing",candidate_20400279.pt,0.8703226447105408
